ph,Hardness,Organic_carbon,Conductivity,Turbidity,Potability
6.658741558,216.564702,19.09509149,620.4489635,3.400987615,1
9.065894194,164.6748027,10.17850006,408.9012696,4.299502546,0
7.22299756,179.5602904,11.87837049,435.5738878,3.96625851,1
8.848927372,262.5983294,13.26243912,493.8554892,5.992325027,1
8.039696863,233.8562191,12.87796036,461.2097797,3.826063248,0
7.553844615,212.2644411,18.17648296,450.5359095,4.37456385,1
8.581428694,186.6016211,9.999397816,384.3056983,3.388448222,1
5.941942536,249.1635669,15.9318794,517.5468169,4.302179285,1
9.792727769,161.0578814,12.49338833,413.155466,3.729120402,1
6.758851697,218.153477,18.8387354,382.5026998,3.639971876,1
4.902158989,214.6437558,15.5031442,375.0363685,3.499048523,0
5.866702734,159.4331752,11.05544595,525.2137907,5.302972731,0
7.748654706,239.7882778,16.3893839,441.5295473,2.511810493,1
4.886057057,272.9203851,17.30153609,569.5812878,3.079373114,0
9.172624519,165.6875477,13.35325927,420.4291096,3.686395202,0
6.616649175,201.7808472,10.35399456,491.7240649,3.881767178,1
5.519125656,168.728583,18.0990781,443.5703721,3.75899586,0
6.733493842,197.5626646,19.39402667,397.6849857,3.178003605,0
5.019984767,156.9708217,16.19657332,341.3571602,4.089485428,0
8.242558635,155.6161124,13.2658526,418.2637575,3.529427237,1
6.715799479,193.1625009,17.86553321,316.2780291,4.999752023,1
7.558076302,253.8409045,15.15462769,555.9329912,4.169005267,0
8.580008559,174.5068195,16.12266786,403.5966314,3.195591056,0
7.783305613,196.8159519,12.06618176,372.7649817,5.045619628,0
6.655605026,216.4411715,17.74599613,336.8314548,2.951644715,0
8.647454007,183.5973743,18.07696346,489.7627989,3.624100659,0
10.1119767,240.4321002,16.13112429,403.0418101,3.425763242,0
5.191834327,211.0941848,17.78000011,388.7165795,3.859800939,1
5.991371082,186.7226312,17.66455498,430.1851618,4.53937115,1
6.306864459,220.9699797,19.86138156,350.9092266,4.619172769,0
6.581082756,217.538504,11.43423936,476.4586674,3.511369718,0
6.040281662,139.7708723,15.88225168,488.2749301,5.761580322,0
7.183825723,261.8507998,17.14990713,290.4238384,4.597165512,0
5.470981822,191.813046,15.88138166,383.8710546,3.844019871,0
4.98167205,220.9505584,12.23517536,373.6248781,4.47514849,0
6.804796145,223.9957005,15.45738344,344.7183136,4.847312562,1
4.562156483,189.2614176,13.62414822,401.5516567,4.822883764,0
4.429378735,256.2125652,16.30747374,432.1079346,4.271167637,1
8.11644657,208.6891531,9.612293184,436.2905517,2.934697437,0
8.35035104,239.8160046,10.60346705,294.8760563,3.507227581,0
6.364155674,193.5069028,16.27182497,432.1943573,4.764412042,0
10.66736393,173.3819454,17.68565094,286.0633944,4.135568909,1
5.860574155,240.8871444,8.997226333,491.875418,4.277241102,1
6.886512603,211.4544174,8.445127066,549.9970578,3.599756493,1
8.025220021,213.5197221,9.422744515,376.3144459,4.134942729,1
6.603416523,190.837308,5.934588321,456.3154604,4.270816604,1
7.443189014,193.1247989,19.39632945,430.4872957,2.664832796,1
5.583832998,261.2338253,13.56538738,278.6390387,3.870156921,1
6.71477688,185.9093028,10.22647041,303.9682027,4.68485347,1
6.238053654,178.2980513,17.45988792,287.5729466,3.848306967,0
8.116350275,224.7635092,12.06350146,416.5966342,2.526016236,1
10.67805626,168.6957663,16.29668848,327.6586444,4.308256961,0
5.403883692,199.0166741,11.85907432,377.4307463,3.189942299,1
4.814135621,205.2140411,10.99941608,414.030709,5.190851805,0
7.37533762,194.8680827,14.24768198,495.0370675,5.127394949,0
8.96969739,195.7447648,17.75769652,378.5285112,3.983098818,0
7.9373922,170.4453284,23.13595214,316.0224661,4.27085115,0
7.935607325,207.0168521,21.22812724,358.8490033,3.619650737,1
6.665774201,155.7096794,15.10153272,425.6919559,4.903553219,1
7.414148196,235.0445345,10.24481507,411.9833642,3.160624468,0
4.916819229,162.4567843,11.58014075,541.7723151,3.836703239,0
8.197353369,203.1050914,14.25087508,444.6127236,3.361833324,1
6.676137319,192.6858491,12.23760793,299.8869966,4.336648485,1
8.999498939,234.835477,12.16876368,444.0770167,3.695084055,0
5.782079034,200.4047947,10.67551753,525.5329651,5.059361568,1
7.226592711,207.8322291,10.40105631,353.6540461,4.337116899,1
9.739561949,166.948864,12.32260382,369.5912891,2.568079877,1
6.630251709,160.9203841,15.79310142,416.8980711,5.181202492,1
7.845879929,193.7849998,13.76780176,510.305603,3.667154205,1
6.952511674,211.6972974,14.18239607,395.4070038,4.105495485,1
8.419970682,185.7189888,17.20956506,463.6472774,3.962478314,0
6.968131313,205.9825819,17.91696373,459.1766823,3.030823583,0
6.947915534,219.5943849,14.21379885,453.1519381,3.685079273,1
6.615981652,194.980636,9.684376378,383.122057,4.635709127,0
7.75667895,186.6864589,19.57257183,320.9309663,2.842470708,0
8.501711439,193.9089061,13.64323622,393.1766813,5.612295662,1
6.453605209,175.4793397,15.75540204,376.5248871,5.56826494,0
6.618010906,233.6616359,11.76614643,401.6697906,4.437695749,1
8.159666704,215.6482163,14.19254435,459.5411588,2.957194849,0
6.641174116,191.9168989,12.24325247,421.4173518,3.154701122,1
7.381108534,188.3143778,17.82683829,475.3018837,4.34273753,0
9.809996387,139.1187027,10.95113801,438.1792467,5.538200508,0
4.922045466,197.2872066,13.12594167,357.4707042,2.291694536,0
6.101955231,215.2680896,13.1472795,417.8435527,3.53559633,1
6.505872509,240.2879117,13.57022302,265.2511986,4.497528597,1
4.09141145,146.7899381,10.61155551,482.2944042,5.95232482,0
6.597292363,191.7874419,14.69539103,501.5326526,4.318305407,1
6.582499747,200.7331069,13.00188064,458.3627329,4.152014127,0
8.170588045,208.2791813,13.38954876,472.0282857,3.995857049,0
5.63692356,159.13941,13.61140839,317.8309807,3.007138099,1
5.92876734,192.0484204,9.893655009,459.2609614,3.59291229,1
6.493764175,205.1505644,12.16473568,482.5957093,4.910911021,0
6.284385791,222.6887949,15.8690103,517.1505478,5.030712169,1
7.29195704,202.3290442,7.654955683,379.2701222,4.237643894,0
7.496990927,246.8635806,16.1412859,357.4984593,3.837926004,1
5.624819996,215.8228726,10.68067274,340.6483926,4.355489162,1
8.174186267,244.2490458,14.87362623,418.6196001,4.709402885,1
5.892413186,139.3622529,10.56707076,446.4943942,3.311813193,1
7.368165577,204.0414512,11.17315498,328.5652878,3.684263383,1
6.920342899,207.8213631,9.77189594,481.9558771,3.266213475,1
8.989900091,215.0473579,9.89911539,390.4102306,4.613842848,1
7.688785916,209.1856253,13.91876862,355.6986132,3.918673156,1
5.324641431,142.806978,15.17466373,496.9976016,3.652003355,1
5.767349597,272.4721781,15.28426758,424.461152,3.896090487,1
7.239415921,211.8728279,15.41647494,494.4169099,4.531825295,0
7.240739639,201.1868045,13.4863791,579.2203941,3.556297467,0
9.723377231,190.8974211,13.3078238,443.0374169,4.072063353,1
6.792655098,241.7244527,14.50246425,361.1075365,1.917754393,1
6.448931033,240.244771,17.41690264,473.7513016,3.622195522,1
8.052893916,198.9944743,9.142523494,328.4331103,3.634844542,1
6.407963336,199.131726,11.6569131,448.8580062,2.954092652,1
5.039373609,142.860598,16.82377293,386.8030566,4.957419783,0
4.692196563,221.5477734,12.61825178,406.551667,4.009006062,0
8.2977832,183.6141212,13.50319651,295.6539574,4.239220572,1
8.240945815,245.090825,13.90470967,344.056871,4.666295331,0
7.082300649,169.4689273,18.95953438,353.0303803,3.485577388,1
3.623165848,156.8989167,17.1960121,388.7526203,5.370205549,1
10.20064451,182.0806013,13.46992402,291.6002828,5.174719759,0
7.886591227,213.0525907,10.38517245,326.1153502,4.589983508,1
8.979322853,184.309222,8.280181032,485.5831879,4.264944046,0
8.757257397,200.1914004,13.76832331,404.7177992,3.626135442,0
6.382314604,212.8385143,12.33297914,342.5814436,2.881370055,1
7.957113516,199.1075048,14.5378502,333.1565382,3.729873301,0
9.089421098,208.91472,12.51464126,449.2599756,4.430116016,1
6.26011129,211.5941125,7.992209971,357.0983955,5.403614892,1
6.438421804,202.5378353,12.64196795,567.2016749,3.380360394,1
8.226808034,191.2786806,15.18364552,354.9262268,2.188701843,1
6.335683142,164.0703716,14.92914993,607.1025732,4.57886119,1
4.725785565,249.6709994,17.76964143,411.1144853,3.15633142,1
6.039823242,164.0263403,16.66844562,374.7947194,3.923766075,0
4.872560878,224.7051051,15.69217561,354.3906043,3.918005799,1
5.497580321,204.6828696,16.6724146,476.8444591,5.060114929,0
3.71517136,199.0833926,11.97357723,371.847136,2.35333814,0
4.901906856,141.9307813,9.921623325,439.0553562,4.103534274,1
6.953864226,209.638293,13.28533392,391.1843151,3.195710328,0
9.271578533,274.0213909,15.98106765,504.6167925,3.54960841,1
8.153210075,127.1448918,11.94347658,487.9083272,2.905788134,0
7.880685943,226.0038444,11.9952395,472.3690935,3.579983811,1
7.080445821,196.6589466,13.82205734,530.0529193,2.664946055,1
8.257596525,208.4041656,14.41077825,528.0686585,4.528574925,1
8.053043682,211.7832353,19.16662023,512.8990364,3.301574895,1
4.838571107,241.1359754,12.71735218,355.2754543,4.580371969,0
5.590614436,229.1921395,13.28155615,469.4130904,4.726845017,0
9.079715109,222.0426312,12.70488659,382.8961665,4.551724494,1
7.330196877,159.8037202,17.37573935,404.1959121,2.884715098,1
6.985192202,133.4321324,16.17668647,536.2771527,4.246201595,1
6.443753668,196.6159916,16.92441864,352.3536228,4.498684931,1
7.700362305,220.5717962,13.02743928,444.9576179,3.786486994,0
7.510943342,182.1928474,20.72580591,499.0950566,3.342409054,0
5.907078269,213.4710813,15.59896478,357.2589703,4.296479909,0
6.393231345,185.8361582,11.65039339,326.4270547,3.644388127,1
7.633570088,199.6529996,10.53939227,420.5341718,2.927066767,0
7.032818726,168.8223953,21.11924925,521.7808842,3.633373289,0
8.884934503,145.2777064,15.19472369,286.8907768,4.714163453,0
5.06404246,214.5293283,13.33351758,471.1781088,5.122702569,0
9.545270521,212.0463911,20.05151858,498.2669594,4.983903465,1
6.418203057,173.4462138,18.45395077,391.6674664,2.670976747,1
7.301563449,177.6628947,14.00339576,478.467047,2.774960949,0
8.062805643,200.493112,10.65093547,510.4144025,4.471842,1
7.521051679,267.0596474,16.23774577,505.7093717,2.880785347,0
8.549692514,236.8615046,15.31324277,423.1100797,3.039018779,1
9.043095632,181.5666628,9.762360818,372.551219,4.008499341,0
4.851103882,146.6272367,15.26672628,346.5203097,3.644106894,0
8.50697907,197.7451412,9.028358906,555.9197962,3.881793835,0
8.55409697,191.7084136,8.567579587,518.9443622,3.56360986,0
7.82197094,157.1815455,17.18676578,294.6365314,3.532958335,1
7.139428273,179.2349792,17.38447055,364.5231509,3.771596492,1
7.146976296,196.5626846,12.85423898,520.1113582,4.025762216,1
7.456250785,226.5382887,10.06607565,417.1252097,4.279697428,0
10.28206797,198.5463635,15.66169229,568.0789802,4.572923004,0
9.341091803,230.4300559,12.90875475,294.5828325,4.5987865,0
6.593174457,176.6128288,14.31428181,310.4359793,3.931653171,1
4.704698462,160.2118222,14.21953213,344.6937399,4.109924712,1
7.444914015,203.0687456,13.2831001,405.4206121,2.571391506,1
6.548017642,176.0065361,19.42253502,291.1215276,5.930227577,0
6.435722717,214.7246693,12.92586966,508.345207,4.925339107,1
7.59312765,261.5661726,16.57598077,387.6295723,3.377337638,0
4.374877632,144.2371807,13.71580437,402.2711824,3.030107847,1
4.227537386,201.4474866,22.8232931,402.6607735,4.479628314,0
6.916825973,210.8604386,12.89221011,392.3635858,4.598622246,1
7.440825031,183.3627126,9.700906283,452.9952928,2.496342612,0
9.609834365,227.3669492,16.98835631,394.7315635,4.308357589,1
7.388292039,178.3440598,18.11348499,376.4888875,3.846830261,0
8.016418375,255.2594926,11.09420248,442.499532,5.320015455,1
5.613562647,204.5693658,15.17395626,341.5236716,3.465088676,0
7.828740105,176.7275113,5.871941344,290.1186126,5.199446636,1
6.056817845,211.7658865,17.76639712,316.9217755,3.358060807,0
9.323583858,212.7106698,10.62226549,399.7737042,3.006650222,0
7.422225264,203.3233079,9.025661104,401.7754572,4.486512693,1
5.961301572,182.108995,7.791637811,567.5261592,4.919585047,0
7.636454091,238.9360743,8.637461294,514.9640601,3.332906497,0
7.362736502,185.692181,16.02424609,419.2584481,4.408513182,0
8.518531795,128.2634658,15.97619573,554.1390374,4.147168618,0
8.92814208,197.6485302,21.49786644,317.5326799,4.111101546,1
7.740383939,179.3023814,8.412402057,471.7831534,3.01336084,1
8.167792632,200.9137547,16.142284,525.5987875,4.289395484,0
8.373170925,179.5214064,13.69708744,396.6966974,2.786329667,0
4.767472455,256.4499172,16.54156098,590.4295504,3.893377808,1
6.851442603,197.3395594,11.36727498,373.5498674,4.935556543,1
6.391353624,213.0178297,13.75810517,369.3381209,3.923749169,0
7.736312841,225.0631028,15.15381695,433.9740225,3.700916676,1
9.515140615,199.0813173,12.87712332,501.4468337,3.812887661,0
8.4695373,128.6200791,16.93086822,553.3462602,4.149553298,0
5.872439859,185.403976,14.74123956,409.1135118,3.741067233,0
8.337696201,168.4691807,14.52986411,302.4223185,3.454197457,0
8.32398215,262.2185853,17.68465463,538.7922673,4.153782657,1
9.313465893,133.1417512,10.36823018,267.8017107,4.493612765,0
8.592417714,228.6760357,17.12815459,328.5584399,3.701287942,1
8.460963964,236.8317807,16.74146279,547.9116799,4.728493823,0
5.078274175,185.0883849,11.32544664,528.1562512,3.631042314,1
9.562405944,202.0136426,14.13906591,433.3816667,3.762719837,0
7.762020745,173.636742,11.14770411,520.6407738,3.256301329,0
6.66953238,190.7511649,7.85208554,383.245825,1.964863097,0
9.494242648,274.8283693,13.63601398,581.0781564,3.18902554,1
6.823642006,170.328172,13.54221284,544.0110745,3.386362672,1
3.641629777,183.9087223,9.034066753,456.8600959,3.464353035,0
5.72968912,173.9750271,16.42422724,471.6799014,5.100552354,1
9.610220345,156.9295462,11.0478439,485.3791563,4.961971972,0
7.910640914,190.4275996,17.65865165,294.1786394,3.88660269,0
8.000775801,237.5192505,13.49253565,396.3765543,4.519209518,0
7.269652253,155.1575203,17.38551498,506.0101352,3.789236757,1
5.27418539,227.340186,11.19919093,489.4345906,4.364426392,1
5.094164361,223.1671255,13.03463789,476.6245497,4.710936484,1
7.675913621,233.3007587,18.45940779,232.613624,5.040460815,0
3.882631081,243.8079497,12.99059199,341.2911163,3.734001387,1
7.369911642,155.6448051,18.14856179,391.3242155,3.821721167,0
7.741245059,218.2371865,15.3106314,521.0162606,3.741143366,1
7.186931122,177.4865333,16.77754027,477.9949918,4.275645348,1
5.923739955,200.5612126,13.79786968,399.9483325,3.884460371,0
7.694264582,184.8363006,8.857705531,439.6330269,5.707192759,1
7.117578658,186.1996804,19.07399551,380.5782648,4.333401737,0
8.761768405,212.4269518,12.60180121,488.5995474,4.673547855,0
7.997175823,214.8196269,17.70310393,513.5403984,4.817668211,0
6.155249161,159.5195018,16.76860412,505.1083787,3.803908514,0
5.477912295,211.3988439,16.62938444,358.04413,3.774256121,1
7.381757557,203.4603016,16.54843839,361.3424956,3.338021759,1
5.374222585,201.3314401,13.45108878,350.1780398,3.642778438,1
5.726336216,191.7522897,12.56872068,307.9875511,3.912289082,0
7.116132606,204.0407822,12.83670966,424.0034993,3.915381678,1
4.739548767,162.2468857,15.13047649,437.2175902,2.942348225,1
5.916930488,185.9250211,20.63807556,428.8327463,3.15755952,1
8.528292138,227.6862066,12.61173596,388.1377538,4.596923506,0
6.48615266,224.8094556,10.66503022,382.8798437,3.246794305,1
6.702496216,208.5537845,10.61458159,361.9477582,4.267952934,0
5.296578804,220.0808324,10.58333615,393.3886033,3.918469801,0
9.320305445,129.8238585,13.0768589,499.8441671,4.205809732,0
6.931470427,156.8411949,17.85824171,398.6479443,4.249333174,0
4.884388229,136.5577849,13.83187677,386.1040002,3.616700535,0
5.433242117,201.7812455,10.84209516,451.5571777,3.675717673,0
5.495975999,150.5345189,12.30019312,300.358972,4.901038222,1
6.68774978,160.260964,17.43949277,247.9180305,5.559984937,0
7.992749619,193.6091377,10.8770622,468.6029981,4.062907043,0
6.09801209,211.4540103,11.79184027,488.1413127,4.590616741,0
9.454119448,224.8171318,15.77233381,431.6130013,4.05862601,1
6.17251737,187.7870171,21.23397837,467.0904246,4.129984995,0
7.790874862,196.4787124,15.34331564,471.5185364,3.076214341,0
6.363836378,207.4224363,19.15626102,466.5925435,4.038983502,0
6.576845323,156.2217681,10.38225265,418.9724666,3.771313518,0
6.470151959,176.7363757,16.61424751,524.9097809,3.125391112,0
7.992320364,230.1795734,14.44918097,522.888054,4.342796788,1
9.286155021,222.6615514,14.17176257,353.7401,5.23998187,0
6.016889136,221.1473078,22.51787047,383.2077748,4.422269233,1
6.599593819,198.3232608,12.93630433,447.9877914,4.702310753,0
7.266781486,178.2577102,13.66532797,400.6249873,3.919827045,1
5.365192408,238.2912124,12.46504348,393.5338792,3.180798457,0
5.905906954,223.1418815,13.53166045,337.8582636,2.917284056,1
7.754884394,210.7207687,14.70859901,375.6726908,5.128390055,1
7.14394199,153.2363644,11.26688617,278.4832659,3.792840307,0
7.70910636,178.8108276,13.88870389,462.2011629,4.23510812,0
8.357612993,163.0982545,8.27188162,404.4926142,4.366242228,1
6.514415093,198.7673513,14.89999957,413.2904501,5.200885077,0
5.584124358,203.7564258,14.18302517,366.5581312,3.852731893,0
6.965279872,162.6994499,15.51205881,490.8155214,3.969318296,1
6.857493758,233.210575,16.9261748,412.4346769,4.306581068,1
6.467868302,236.6946481,14.41273359,356.3478419,2.861063943,0
7.119824384,156.7049933,15.92953591,347.7150273,3.445756223,0
5.813546488,184.0317758,11.43817528,441.5940268,3.721425933,0
5.711212506,145.8258687,16.68202455,441.0865633,3.953334967,1
7.288736661,233.9778097,12.22534179,490.0470946,3.531384661,1
6.950786515,201.8054906,19.68349292,417.1844458,3.997975215,0
5.525768545,188.1559799,12.09451301,363.4718511,4.401412624,0
4.103867855,168.2836513,15.4664551,344.8695064,3.808850694,0
8.926113143,189.987947,21.27809453,361.9016284,2.752134121,0
5.49978773,150.07609,11.23040822,287.2860574,3.668220483,0
5.702925977,216.8504739,16.14079002,504.6382604,4.137739016,0
8.977821883,198.996287,19.62192339,492.0978246,3.199999614,1
6.98440553,181.7073433,11.26739837,201.6197368,3.406210458,1
8.742229882,179.4098037,13.92500999,323.7440125,2.842393186,0
6.789820821,197.3000144,15.91660513,422.4820289,4.512068205,1
8.091812332,200.9733015,13.79865513,432.1899314,4.370031238,0
6.266799948,187.8296169,13.29025193,277.0508017,3.652844726,1
6.86313625,194.5866593,14.6597409,439.2296156,4.319777195,0
6.010617577,184.5585817,20.31461674,314.5298134,4.867287404,1
4.993530734,242.6205031,17.27466256,429.8278189,3.153809337,1
5.16622597,135.7121661,11.18555389,362.2172579,4.608319394,0
6.704431913,148.8421293,20.79437133,403.4209957,3.395331743,0
5.323815584,232.36858,12.29380305,580.8977004,2.880721846,0
7.185276449,212.483172,8.93024245,435.2829807,2.959153823,1
6.139743032,168.4442145,19.11602216,494.1291249,3.841221574,0
10.89348473,177.7343573,17.47210926,383.1995849,3.634970396,0
6.552847474,198.8069397,14.36963009,477.1639068,4.687986155,1
6.978290868,191.8584841,19.42689332,564.6475642,4.931878079,0
8.167767663,144.9029318,20.22207487,605.4588934,3.41068554,1
6.862995092,184.4806587,9.246907607,556.9562714,5.343285034,1
6.761413709,216.532498,20.31469147,526.3252137,4.350206872,1
9.814247469,177.7122169,12.33900422,536.720632,4.317531287,0
9.46712903,169.2144075,10.39679564,449.7239517,3.164187994,0
7.397413299,122.5410399,13.3659062,489.8516004,3.14915751,0
7.846057926,224.0588768,13.40673745,387.9713358,2.487968647,0
5.953981878,186.4570837,14.63892652,416.0909979,4.071916487,0
5.564342491,256.20883,15.64005334,369.5555133,2.285987849,1
8.783596632,199.9302784,16.31169636,324.9370292,3.470885424,1
7.400238581,218.8248126,15.18634236,518.7327779,4.880119768,0
6.217584914,203.7072216,14.59714452,452.9220249,4.15016691,1
8.307462969,229.9412343,9.512102516,464.9009848,4.625729242,0
9.161088613,119.8419046,10.89992641,379.7251816,4.888061137,1
9.901930594,206.7464692,14.32187374,426.5348075,4.226949554,0
7.459124173,195.0287168,17.33405154,534.1669972,3.544751521,1
7.308048848,274.7049505,16.7616247,415.6072778,3.696119712,0
7.273368228,175.0150826,18.10784209,322.4906894,4.196421036,1
6.217273135,130.9444639,14.08360835,556.65371,5.325833446,0
6.088022489,162.278357,13.66360729,387.9706352,4.173083496,0
7.539287395,258.4900758,14.65080895,352.1959121,5.427372665,1
6.279842183,175.8906397,15.67478517,430.3220919,3.27858441,0
8.145632374,218.4408042,14.88630503,376.6698777,4.307547519,0
5.488314309,135.8023617,14.86026268,441.3311375,5.066786272,0
5.606315226,190.3352728,18.52432004,399.6064941,3.748740507,0
6.043360084,188.6623289,7.619812483,355.0074612,4.745247517,1
7.885678999,207.8213035,14.04519056,499.3616904,5.430349994,0
5.126762923,230.6037575,11.16894622,402.8831131,4.708658468,1
3.716080075,129.4229205,15.18001312,592.8853591,4.500656275,0
9.436637164,143.7884118,14.21576467,469.7613277,4.41111744,0
6.760790523,192.1426205,13.27252598,457.5548272,4.905490433,0
5.284810115,148.8627584,13.77335021,485.805431,3.990242632,1
5.842933081,168.2952871,14.52615101,506.7568077,4.143224936,0
9.062822325,246.629701,21.1420528,434.395439,3.730369857,1
7.393110153,205.9911566,16.05320185,537.1360548,4.431739047,1
7.889579345,153.5697384,11.29257493,354.4826892,3.227360082,1
7.322828417,230.3429008,9.497937073,349.3132127,3.981968832,1
6.284248242,190.0176486,13.24613956,395.2610634,3.377132289,0
9.395842202,162.1577004,12.63270714,451.524629,3.530498325,0
6.941719438,173.3343894,19.93748613,374.4853324,4.563183171,1
6.948265449,225.23176,15.84519273,386.5820832,4.095611813,1
6.64261391,226.5278319,12.77922981,275.0717123,3.807720799,0
6.164927293,206.0405843,16.89572509,409.3576794,4.169660978,1
6.353110302,206.2698099,13.20542545,389.6832344,2.856175487,0
10.80815694,198.5967508,14.90282034,383.2694104,4.362542227,1
9.252893397,236.0987858,12.60907668,329.9227654,3.56643473,1
6.002414612,196.0029378,11.98832391,336.9141571,4.315308015,1
7.333477726,233.7213551,15.31397775,401.7393087,4.772662701,1
4.808039747,186.1605703,8.304288382,577.4913708,3.597759969,0
5.455599352,152.3867347,14.40165409,343.4175878,4.476348715,0
4.858055602,159.6955543,23.10801589,337.3880348,4.130972247,0
6.323942073,185.9924106,13.26328179,401.3048946,3.575010576,1
7.842979001,200.8296742,13.7912447,566.3307048,5.109312362,1
6.884981084,138.4401107,14.1840361,286.9215581,4.58431918,1
6.280978207,205.1231235,13.95471046,456.5439451,4.599432014,1
9.895889213,210.6540407,11.76345297,481.1367926,3.813428659,0
7.870853412,210.6278246,15.0298991,533.2912622,4.221613951,1
5.038316783,170.3604625,13.27027883,350.3910241,3.913695776,1
7.148440932,173.2728182,14.56781892,525.884833,4.308569821,0
9.495456382,185.8785944,12.39770353,409.4509977,4.168541279,1
6.340809022,158.3427412,9.237117976,334.9373022,5.45860969,0
7.210773702,163.0472827,9.7930101,441.5240883,4.462408041,1
6.271012171,213.444685,17.91652637,543.3917436,5.303581361,0
5.35256598,150.4952143,16.14451044,422.4225087,4.779187009,1
8.655298873,222.2687935,18.01676031,460.8706469,4.588758378,1
4.337119469,207.3619066,12.62203176,530.0696021,4.40163526,1
8.692115322,144.2363578,13.96342114,517.4274709,2.283475159,0
8.390500572,215.295518,12.841611,443.4455903,4.150359337,1
5.779673705,199.5860803,16.02250323,428.5532485,4.656377233,0
9.05238369,120.0217261,14.53844586,372.2752322,4.259719452,1
5.376078292,185.5404778,14.00444881,347.5650665,3.629250322,1
4.495357679,234.1919163,17.35354458,382.4080744,4.962899585,0
6.070090952,161.5302665,18.78051983,485.8662579,4.699457411,0
7.296572875,197.6469506,6.039669028,353.0629066,4.679168643,1
7.243482154,196.9823786,14.15495478,322.3652374,4.763578512,1
6.481890279,179.9197108,16.40936387,504.3971522,5.002360533,0
5.468360932,180.3823635,12.55309354,388.7455015,4.933467949,1
6.628427347,215.2455321,11.6210743,374.4550618,3.405278618,1
8.28922427,191.8588051,18.00367868,292.8608167,4.291001305,0
6.911698241,179.2136742,11.85890453,298.550513,4.616641008,1
8.713482927,169.5785262,14.52090356,478.9830185,2.922194979,1
8.860450854,193.7431052,9.901327632,526.7049237,4.677713327,1
7.387433763,214.2930323,15.18450917,356.8058547,3.830577272,0
6.550877193,145.8062707,8.654764784,369.6130841,4.824825939,1
6.704635426,230.7669398,12.82650937,405.7615711,3.42217862,1
6.698153869,198.2862684,12.17667834,430.9350093,3.758179651,1
7.503085765,186.713329,12.0491306,473.5316111,4.305513625,1
6.333640046,185.4363401,16.43962942,366.8131076,3.982002335,1
7.795957801,239.2782545,18.69224837,484.1047845,4.25187617,1
7.172323075,191.3894225,12.63018164,525.0310202,3.08421564,0
7.685396843,230.3357076,14.2339516,492.8503914,4.179187128,0
7.928831289,231.2522158,13.87972449,389.0056782,3.413572943,0
8.649868625,178.5887535,15.28065324,329.5041913,3.08168124,0
6.227841922,183.309048,15.84784937,531.630721,4.599573327,0
8.468694415,151.9543007,9.901729763,374.9946896,4.375598892,1
5.700784947,185.9222471,15.0894408,359.506553,3.978141279,0
5.896432475,165.1356578,18.36357281,401.7409214,4.280792929,1
5.088213197,159.9626123,20.18959951,400.1553243,2.600618679,0
6.581878202,272.9827447,15.12933449,351.4768394,4.201662864,0
7.822491883,208.6367198,16.13573233,502.7893959,3.835332168,0
6.185924892,236.0347826,11.09381062,436.2361983,4.090264382,1
7.943882477,211.8165512,17.8719497,353.3364843,4.111691345,0
4.999413811,190.2870501,8.236557503,405.330482,4.460683932,0
6.504876222,159.1821388,15.63685018,359.9744366,3.748443401,1
7.213375388,213.7671763,17.96873601,457.5115872,3.453438876,1
5.29419539,234.2713991,12.77577329,570.9750271,3.522454093,0
5.706130889,199.1178269,11.63760683,483.824089,4.32639437,0
6.406797813,182.8851372,17.30161654,398.7797464,4.573968265,0
7.860106422,182.0419862,14.36562486,285.228661,3.499774684,1
4.281522089,188.7835766,16.27485657,306.6925042,4.371167168,0
8.108350799,202.5101941,17.33709148,368.4549914,4.753358184,0
7.033945359,246.622871,17.52681934,516.2178472,3.931730863,1
6.492638846,172.8639603,10.21205821,652.5375916,4.667770161,0
6.195086858,195.4431596,17.21245507,425.5028737,4.196558262,1
8.860324242,233.625145,13.09326235,285.4124362,2.47667442,0
5.694694238,240.7121821,15.45930696,477.0478068,3.8706108,1
6.641500687,198.8844095,13.19171963,573.7237623,4.694311216,0
6.784279329,140.3667086,10.63423012,374.18184,4.045547056,0
7.088940642,206.3641219,14.89609216,369.9693333,5.661104287,1
5.898726325,198.3100198,13.042948,312.3885856,4.899815187,1
3.43485576,185.3429615,10.03495025,398.3701305,5.389510246,0
6.93208503,205.3384822,15.67388302,475.2102159,4.433285888,1
9.484703254,122.9069908,13.53343295,480.8480635,4.132274238,1
4.95141352,153.2121498,11.83169084,418.3301951,3.870681285,1
6.436444496,192.9956648,12.89704926,379.6753668,3.415851385,1
7.888424515,269.5729132,7.025536233,490.895109,2.998065931,1
7.243409879,188.0462961,16.35737458,377.6493439,4.466935915,1
6.791097166,209.1281633,12.32733519,291.3042116,3.084039762,0
6.102533306,179.3972322,13.47814984,525.9000949,2.292573781,0
8.177174974,210.44877,14.2479472,455.9274999,3.325638986,1
6.603640717,206.9197426,12.52093252,582.1106056,3.403798435,1
7.205218264,188.9113121,15.67420954,398.9188595,3.465331089,1
6.758656471,190.3372799,9.784776715,484.6087111,2.743890222,1
6.376408434,182.1210382,7.59251575,350.2363264,5.404045773,1
9.228484209,200.7103304,14.14477231,363.9509908,4.829753514,0
7.038347517,199.5979428,11.96407193,419.6622002,4.575578405,0
9.16099754,241.3830971,8.120978575,568.4205679,3.542527793,1
